asset_id;asset_name;voltage_level;is_dga_applicable;jumlah_pengukuran
TR-UTIL-45C;Power Transformer TR-UTIL-45C;3.3kV;1;3
TR-UTIL-464;Power Transformer TR-UTIL-464;6.6kV;1;6
TR-UTIL-537B;Power Transformer TR-UTIL-537B;11kV;1;13
TR-UTIL-585B;Power Transformer TR-UTIL-585B;6.6kV;1;6
TR-UTIL-602B;Power Transformer TR-UTIL-602B;6.6kV;1;2
TR-UTIL-611C;Power Transformer TR-UTIL-611C;33kV;1;6
TR-UTIL-618;Power Transformer TR-UTIL-618;11kV;1;6
TR-UTIL-627A;Power Transformer TR-UTIL-627A;3.3kV;1;7
TR-UTIL-639A;Power Transformer TR-UTIL-639A;33kV;1;7
TR-UTIL-653C;Power Transformer TR-UTIL-653C;11kV;1;14
TR-UTIL-655B;Power Transformer TR-UTIL-655B;6.6kV;1;6
TR-UTIL-667B;Power Transformer TR-UTIL-667B;6.6kV;1;27
TR-UTIL-67;Power Transformer TR-UTIL-67;3.3kV;1;6
TR-UTIL-687C;Power Transformer TR-UTIL-687C;6.6kV;1;4
TR-UTIL-695;Power Transformer TR-UTIL-695;33kV;1;28
TR-UTIL-70;Power Transformer TR-UTIL-70;6.6kV;1;13
TR-UTIL-701A;Power Transformer TR-UTIL-701A;11kV;1;7
TR-UTIL-711;Power Transformer TR-UTIL-711;33kV;1;5
TR-UTIL-712C;Power Transformer TR-UTIL-712C;33kV;1;13
TR-UTIL-713A;Power Transformer TR-UTIL-713A;3.3kV;1;6
TR-UTIL-718A;Power Transformer TR-UTIL-718A;3.3kV;1;7
TR-UTIL-736C;Power Transformer TR-UTIL-736C;11kV;1;15
TR-UTIL-740C;Power Transformer TR-UTIL-740C;33kV;1;13
TR-UTIL-787B;Power Transformer TR-UTIL-787B;11kV;1;14
TR-UTIL-790A;Power Transformer TR-UTIL-790A;3.3kV;1;14
TR-UTIL-813C;Power Transformer TR-UTIL-813C;33kV;1;6
TR-UTIL-838A;Power Transformer TR-UTIL-838A;33kV;1;7
TR-UTIL-878;Power Transformer TR-UTIL-878;6.6kV;1;13
TR-UTIL-879B;Power Transformer TR-UTIL-879B;3.3kV;1;7
TR-UTIL-890A;Power Transformer TR-UTIL-890A;6.6kV;1;12
TR-UTIL-91B;Power Transformer TR-UTIL-91B;11kV;1;7
TR-UTIL-925C;Power Transformer TR-UTIL-925C;6.6kV;1;27
TR-UTIL-961B;Power Transformer TR-UTIL-961B;3.3kV;1;12
TR-UTIL-969B;Power Transformer TR-UTIL-969B;11kV;1;13
TR-UTIL-970C;Power Transformer TR-UTIL-970C;3.3kV;1;5
